restlessness,speech_speed,eye_contact_breaks,facial_strain,multitasking,hours_of_sleep,caffeine_intake,sleep_caffeine_interaction,anxiety_score_target,topic_drift,logical_confusion,overwhelmed_by_tasks,mood_shifts,instability_symptom_count,stability_target,contradiction,timeline_inconsistency,cognitive_pauses,over_rehearsed_responses,stress_smiles,body_language_contradiction,contradiction_and_pause,integrity_score_target,observer_gut_feeling,persona
1,normal,20.0,1,1,3.365599205458688,2.0,1.455199735152896,9.420691983129458,1,0,0,0,1,Stable,0,0,0,0,0,0,0,88.4675677446444,Good,anxious_honest
1,normal,2.5,0,0,6.032210340720855,3.0,1.7580525851802138,2.2144368363416405,0,0,0,0,0,Stable,1,0,0,0,0,0,0,92.50489414859113,Good,low_risk
1,normal,11.5,0,0,8.28451080803289,3.0,2.3211277020082224,3.052776528637974,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Bad,low_risk
0,slow,8.5,0,0,6.744227981706088,3.0,1.936056995426522,2.97826065793481,0,0,0,0,0,Stable,0,0,0,0,0,0,0,83.93768121742495,Bad,low_risk
1,slow,10.0,1,1,4.057118210441033,5.0,0.8428530350735054,10.0,0,0,0,0,0,Stable,0,1,0,0,0,0,0,81.55548615300037,Good,anxious_honest
0,normal,8.5,0,0,6.611413573258021,1.0,3.8057067866290106,1.1552190483997198,0,0,0,0,0,Stable,0,0,0,0,0,0,0,95.97708722566998,Good,low_risk
1,normal,13.5,0,0,4.417630508216167,2.0,1.8058768360720556,6.509426719732552,1,0,0,0,1,Stable,0,1,0,1,1,0,0,21.134597748634285,Bad,deceptive
1,normal,10.0,1,0,3.622617951795893,4.0,0.9245235903591787,7.83289558156601,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,87.21808235492931,Bad,anxious_honest
1,normal,8.5,1,0,4.873267012265425,4.0,1.174653402453085,9.193516473493228,1,1,0,1,3,Unstable,1,1,1,1,1,1,1,0.0,Bad,deceptive
1,normal,14.0,1,0,3.50066926370212,4.0,0.900133852740424,7.7465317857632785,0,0,0,0,0,Stable,0,1,0,0,0,0,0,85.01324684497561,Bad,anxious_honest
1,slow,14.0,1,0,5.190820883717954,4.0,1.238164176743591,8.365099811670895,0,0,0,0,0,Stable,0,0,0,0,0,0,0,90.71722217230234,Bad,anxious_honest
1,fast,10.5,0,0,5.4187061334757205,5.0,1.0697843555792867,7.730594025980502,0,0,0,1,1,Stable,1,1,1,1,1,0,1,3.1142298521739016,Bad,deceptive
1,fast,15.0,0,1,5.031003235108358,2.0,2.010334411702786,7.365052412114054,0,0,0,0,0,Stable,0,1,0,0,0,0,0,86.85232855051045,Bad,anxious_honest
1,normal,15.5,0,0,4.876088173152681,5.0,0.9793480288587801,7.608356629985978,0,0,0,0,0,Unstable,1,1,1,0,1,1,1,2.3156395908730913,Bad,deceptive
1,fast,13.0,0,0,4.3436550183637035,4.0,1.0687310036727407,8.62676494904624,0,0,0,0,0,Stable,0,0,0,0,0,0,0,79.45931424071601,Good,anxious_honest
1,normal,11.5,0,1,4.668035296693749,2.0,1.8893450988979164,7.451893650974179,1,1,0,0,2,Unstable,1,0,1,1,1,1,1,8.751255613059723,Bad,deceptive
1,fast,12.0,1,1,3.0,5.0,0.6666666666666666,10.0,0,1,0,0,1,Stable,1,0,1,0,0,0,1,57.919666296687254,Good,trauma_survivor
0,normal,12.5,0,0,7.774173661998494,0.0,8.774173661998493,1.5811389890012744,0,0,0,0,0,Stable,0,0,0,0,0,0,0,91.12725894457057,Good,low_risk
1,normal,17.0,0,0,4.294044224240342,4.0,1.0588088448480684,9.570659776010986,0,0,0,0,0,Stable,0,1,0,0,0,1,0,84.38338719218102,Good,anxious_honest
1,normal,10.5,1,1,4.8963970290981305,5.0,0.9827328381830217,9.517357898739995,1,0,1,1,3,Unstable,1,1,1,0,1,1,1,7.261804157669593,Bad,deceptive
0,fast,2.5,0,0,8.326972846966433,2.0,3.108990948988811,2.0864335517912194,0,0,0,0,0,Stable,0,0,0,0,0,0,0,71.95366935124201,Good,low_risk
0,normal,4.5,0,0,6.46545773771984,0.0,7.46545773771984,2.7040999229794296,1,0,0,1,2,Unstable,1,0,0,0,0,0,0,90.07030754105658,Good,low_risk
1,normal,19.0,1,0,4.643485410387833,5.0,0.9405809017313055,7.130461362646503,0,0,0,0,0,Stable,0,0,0,0,0,0,0,86.03617662615909,Good,anxious_honest
0,slow,11.5,0,0,7.467360806671498,2.0,2.8224536022238325,3.3637694952529946,0,0,0,0,0,Stable,0,0,0,0,0,0,0,85.95227040809716,Good,low_risk
0,fast,18.5,0,0,5.454459223841543,5.0,1.0757432039735904,7.51804612757122,0,0,0,0,0,Stable,1,1,0,0,1,0,0,32.48635902309749,Good,deceptive
0,normal,12.0,0,0,4.587656015949228,3.0,1.396914003987307,8.70977084499717,0,0,1,1,2,Unstable,0,1,0,0,0,0,0,94.74895475865193,Bad,anxious_honest
1,fast,9.0,0,0,5.254934929149346,3.0,1.5637337322873366,7.658017127064344,0,0,0,0,0,Stable,0,1,0,0,0,0,0,89.48627895301942,Good,anxious_honest
1,fast,12.0,1,0,3.0,3.0,1.0,10.0,1,1,0,0,2,Unstable,1,0,1,0,0,0,1,56.31911968459189,Bad,trauma_survivor
1,normal,22.0,1,1,3.3335790954150624,4.0,0.8667158190830125,10.0,0,0,1,0,1,Stable,0,0,0,0,0,0,0,89.44827366856101,Bad,trauma_survivor
0,normal,8.5,0,0,7.054364948604181,1.0,4.027182474302091,3.691142072691748,0,0,0,0,0,Stable,0,0,0,0,0,0,0,93.9655841693092,Good,low_risk
0,normal,17.0,0,1,6.313838706935806,4.0,1.4627677413871614,8.735646641776952,0,0,0,0,0,Unstable,1,1,0,0,0,0,0,95.58691247496593,Good,anxious_honest
1,normal,13.5,1,1,5.93293608386572,3.0,1.73323402096643,7.6919169904591636,0,0,0,1,1,Stable,1,0,0,1,1,0,0,14.354143696645568,Good,deceptive
1,fast,12.5,1,1,3.7403251318758652,5.0,0.7900541886459775,10.0,1,1,0,1,3,Unstable,0,0,0,0,0,0,0,70.4761512517379,Bad,volatile
0,fast,12.5,1,0,4.979898862385544,2.0,1.9932996207951812,6.711380926326268,1,0,1,0,2,Unstable,1,0,0,0,1,1,0,15.380473060438929,Bad,deceptive
1,fast,13.0,0,0,4.847355992566934,4.0,1.1694711985133868,7.793384445248595,0,0,0,0,0,Stable,0,0,0,0,0,1,0,96.03800051102147,Bad,anxious_honest
1,fast,16.5,1,1,3.0,4.0,0.8,8.979312723414369,1,1,1,1,4,Unstable,0,0,0,0,0,0,0,63.749199007618714,Bad,volatile
1,slow,7.5,1,0,8.286434286706587,1.0,4.643217143353294,3.2363627855722585,0,0,0,0,0,Stable,0,0,0,0,0,0,0,88.5469082856234,Good,low_risk
1,fast,13.0,0,0,5.4007918619658355,5.0,1.0667986436609727,7.5056358178474625,0,0,0,0,0,Stable,0,0,0,0,0,0,0,81.31477489577837,Good,anxious_honest
0,fast,16.5,1,1,3.0,5.0,0.6666666666666666,10.0,0,0,1,1,2,Unstable,0,1,0,0,0,0,0,62.5420914073157,Bad,volatile
0,normal,12.5,0,0,5.814062993833454,2.0,2.2713543312778177,5.086860684568026,0,0,1,0,1,Stable,1,1,1,0,1,0,1,15.371056813530819,Bad,deceptive
0,normal,11.5,0,0,8.29831369864314,3.0,2.324578424660785,3.7793730981816034,1,0,0,0,1,Stable,0,0,0,0,0,0,0,94.91454672129584,Bad,low_risk
1,fast,14.0,0,0,4.1950635610968705,3.0,1.2987658902742176,8.36983011890892,0,1,0,0,1,Stable,1,1,0,0,0,0,0,74.46031284650397,Bad,anxious_honest
0,slow,10.5,0,0,7.660213221150579,3.0,2.165053305287645,2.949580530356824,1,0,0,0,1,Stable,0,0,0,0,0,0,0,83.49963383902411,Good,low_risk
0,normal,14.0,1,0,3.0,4.0,0.8,8.934148123752383,0,0,0,0,0,Stable,0,1,0,0,0,0,0,74.24527622284087,Bad,anxious_honest
0,slow,6.5,0,0,6.522598161138249,1.0,3.7612990805691244,1.2563793229105518,0,0,0,0,0,Stable,0,0,0,0,0,0,0,87.14603979385444,Good,low_risk
0,slow,19.5,0,0,4.708665160455974,2.0,1.902888386818658,7.911644926986264,1,1,0,1,3,Unstable,0,1,1,1,1,0,0,69.0123924206804,Bad,volatile
0,fast,9.5,0,1,7.079267845164699,3.0,2.0198169612911747,3.403182053377937,0,0,0,0,0,Stable,0,0,0,0,0,0,0,86.33033704369313,Bad,low_risk
0,slow,3.5,0,1,6.062514709490956,3.0,1.765628677372739,2.047083043124558,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,84.4570790122239,Good,low_risk
0,normal,11.5,0,0,8.343953704030772,2.0,3.114651234676924,2.1596667669592367,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.922318049082,Good,low_risk
0,normal,6.5,0,0,6.924692338580091,2.0,2.6415641128600305,2.6614937597476787,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,84.42864165661918,Good,low_risk
1,normal,13.5,1,0,4.008668854285899,2.0,1.6695562847619663,8.051840668825328,0,0,0,0,0,Unstable,1,0,0,0,0,0,0,66.91540993364181,Bad,volatile
0,slow,3.5,0,0,8.089914777906207,3.0,2.272478694476552,2.7942005027959946,0,0,0,0,0,Stable,0,0,0,0,0,0,0,98.56120190653142,Good,low_risk
1,fast,17.0,1,1,3.829920734470566,5.0,0.8049867890784276,8.861101933159151,0,0,0,0,0,Stable,0,0,0,0,0,0,0,72.26542358215413,Good,anxious_honest
1,fast,10.5,1,1,4.764041867917555,5.0,0.9606736446529259,8.090543006752595,0,0,0,0,0,Stable,0,0,1,0,1,1,0,21.208159090594485,Bad,deceptive
1,fast,23.0,1,1,3.6587957854872406,3.0,1.1646989463718103,8.949524154432806,0,0,0,1,1,Stable,0,0,0,0,0,0,0,69.38797464666155,Good,trauma_survivor
1,normal,14.5,1,0,5.18561080072263,5.0,1.0309351334537717,8.027338261402551,0,0,0,0,0,Stable,1,1,0,1,1,1,0,27.889856588210662,Bad,deceptive
1,normal,8.5,1,1,4.917117937582779,3.0,1.4792794843956947,8.48548252992829,0,0,0,0,0,Stable,1,0,0,0,0,1,0,20.147003499226386,Bad,deceptive
1,fast,16.0,1,0,3.0,3.0,1.0,10.0,0,0,0,0,0,Stable,1,0,0,0,0,0,0,81.40088311164449,Bad,trauma_survivor
0,normal,2.5,0,0,6.828996914983479,1.0,3.9144984574917396,0.8079597202191824,0,0,0,0,0,Stable,0,0,0,0,0,0,0,87.10550928613947,Good,low_risk
0,normal,16.5,0,1,4.9321301444966,2.0,1.9773767148322001,7.360771422472418,0,0,0,0,0,Stable,1,1,0,1,0,1,0,35.44323442299104,Bad,deceptive
1,normal,7.5,1,0,6.599352644765846,0.0,7.599352644765846,2.1065729165465976,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,100.0,Good,low_risk
1,slow,12.5,1,1,5.607461752305571,4.0,1.3214923504611142,6.89869794221136,1,0,1,0,2,Unstable,1,1,0,1,0,1,0,38.771594854917716,Bad,deceptive
1,normal,18.0,1,0,5.512642989469609,5.0,1.0854404982449348,10.0,1,0,0,1,2,Unstable,0,0,0,0,0,1,0,75.10911607092794,Good,trauma_survivor
0,fast,10.0,0,0,5.013951301600952,4.0,1.2027902603201903,7.441335602263444,0,0,0,0,0,Stable,1,0,0,0,0,0,0,76.65405272660493,Good,anxious_honest
0,slow,13.5,1,0,4.263291495665336,5.0,0.877215249277556,8.906755859708161,1,0,0,0,1,Unstable,1,1,1,0,1,1,1,0.0,Bad,deceptive
0,normal,3.5,0,0,8.650134471798207,1.0,4.825067235899104,0.7845450838131434,0,0,0,0,0,Stable,0,0,0,0,0,0,0,87.05798397188224,Good,low_risk
1,fast,17.0,1,1,3.9204293863845185,4.0,0.9840858772769037,9.63559326077297,0,1,1,0,2,Unstable,1,0,0,0,0,1,0,79.79553568467836,Bad,trauma_survivor
1,normal,15.5,0,1,3.610039175417304,4.0,0.9220078350834608,9.370800928833095,0,1,1,0,2,Unstable,0,1,1,0,0,0,0,47.23431557444773,Bad,volatile
0,fast,12.5,1,1,5.016423121412217,3.0,1.5041057803530542,7.01989015727085,0,0,0,0,0,Stable,1,1,0,1,0,1,0,22.451241711414156,Bad,deceptive
1,normal,4.5,0,0,6.736393952894386,2.0,2.5787979842981286,1.8545392663327536,0,0,0,0,0,Stable,0,0,0,0,0,1,0,85.53530919890662,Good,low_risk
0,normal,4.5,0,0,8.563251813842793,1.0,4.781625906921397,1.4723210331565,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Good,low_risk
0,fast,5.5,0,0,8.22532301966014,3.0,2.306330754915035,1.0164296353348705,0,0,0,0,0,Stable,0,0,0,0,0,0,0,99.25367882181148,Good,low_risk
1,fast,11.5,1,0,3.768534177574183,3.0,1.192133544393546,8.062169406030964,1,0,1,1,3,Unstable,0,0,1,0,0,1,0,64.27311281938896,Good,volatile
1,fast,15.0,0,1,3.2214832986827764,3.0,1.055370824670694,10.0,0,1,0,0,1,Stable,0,0,0,0,0,0,0,96.51678341944108,Good,anxious_honest
0,slow,8.5,1,1,5.921024220057146,3.0,1.7302560550142865,8.758128286315605,0,0,1,0,1,Stable,1,1,0,1,1,1,0,22.043192864439423,Bad,deceptive
1,normal,17.0,1,1,4.530407039861983,5.0,0.9217345066436639,10.0,0,1,0,1,2,Unstable,0,0,0,0,0,1,0,74.14150311460969,Good,trauma_survivor
0,normal,11.5,0,1,7.8201431852708785,0.0,8.82014318527088,0.0,0,0,0,0,0,Stable,0,0,0,0,0,1,0,96.17783946786633,Bad,low_risk
0,fast,2.5,1,0,7.427882301113414,3.0,2.1069705752783534,3.280149217213765,0,0,0,0,0,Stable,1,0,0,0,0,0,0,94.74743338554887,Good,low_risk
0,fast,2.5,0,0,8.463257677595276,3.0,2.365814419398819,4.38217436785858,0,0,0,0,0,Stable,1,0,0,0,0,0,0,93.58405599723203,Good,low_risk
0,normal,12.5,0,1,5.003889803946873,4.0,1.2007779607893745,7.064559393102367,0,1,0,1,2,Unstable,1,1,0,1,1,1,0,18.483458106788,Bad,deceptive
1,normal,20.0,0,1,3.0,5.0,0.6666666666666666,10.0,0,0,0,0,0,Stable,0,0,0,0,0,0,0,77.75726256956284,Bad,trauma_survivor
1,normal,9.5,0,0,6.5214061818595646,2.0,2.507135393953188,7.569536421900131,1,1,0,0,2,Unstable,0,0,1,0,0,1,0,38.40749082988467,Bad,deceptive
1,fast,13.0,0,0,4.216710587917722,2.0,1.7389035293059072,7.369247443013855,1,0,0,0,1,Stable,0,0,0,0,0,0,0,77.60609425948752,Good,anxious_honest
1,fast,22.0,1,0,3.457545574289881,6.0,0.6367922248985545,10.0,0,0,0,1,1,Unstable,0,0,0,0,0,0,0,75.02309415333588,Good,trauma_survivor
0,slow,15.5,0,0,5.174861916178505,4.0,1.2349723832357011,6.854754456772473,1,1,0,1,3,Unstable,1,1,1,0,0,1,1,2.178545588586333,Bad,deceptive
1,normal,16.5,1,1,4.377320478177768,5.0,0.8962200796962946,10.0,1,1,1,1,4,Unstable,1,0,0,1,1,0,0,58.29499537343258,Bad,volatile
0,fast,4.5,0,0,6.497092388496634,3.0,1.8742730971241586,3.141082134097501,0,0,0,0,0,Stable,0,0,0,0,0,0,0,87.06340283185453,Good,low_risk
0,normal,16.5,1,0,4.8841356420562905,3.0,1.4710339105140726,6.193110437528482,0,0,0,0,0,Stable,1,0,0,1,1,0,0,32.704794658883344,Bad,deceptive
0,normal,13.5,0,0,3.6553855200976306,2.0,1.5517951733658768,8.179456033102696,0,1,1,1,3,Unstable,0,1,0,0,0,1,0,54.32756261415389,Bad,volatile
1,slow,4.5,0,0,7.276767975978423,2.0,2.758922658659474,1.4400735744925592,0,0,0,0,0,Stable,0,0,0,0,0,0,0,99.95736141453996,Good,low_risk
0,normal,3.5,1,0,7.284522445801725,2.0,2.7615074819339083,3.1306089904841845,0,0,0,0,0,Stable,0,0,0,0,0,0,0,81.94191527423885,Good,low_risk
0,normal,17.0,1,0,3.0,5.0,0.6666666666666666,10.0,1,1,0,1,3,Unstable,0,0,0,0,0,0,0,74.81660277358495,Bad,trauma_survivor
0,fast,15.5,1,1,3.756693119777387,5.0,0.7927821866295645,9.739033400932945,0,1,0,0,1,Unstable,1,0,1,1,1,0,1,0.0,Bad,deceptive
0,normal,7.5,0,1,7.157319946018293,0.0,8.157319946018294,2.855218011219009,0,0,0,0,0,Stable,0,0,0,0,0,1,0,96.71479291385282,Good,low_risk
1,normal,14.0,0,1,4.811316498952406,3.0,1.4528291247381016,6.695609728718367,0,0,0,0,0,Stable,0,0,0,0,0,0,0,88.6105825979473,Good,anxious_honest
0,normal,5.5,0,0,7.4124632380651745,0.0,8.412463238065175,0.0,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Good,low_risk
1,slow,9.0,1,0,4.447444666274172,5.0,0.9079074443790286,8.160777054652275,1,0,0,1,2,Unstable,0,1,0,0,0,0,0,88.21731645258237,Good,anxious_honest
0,fast,15.5,1,0,4.214421426428231,5.0,0.8690702377380385,8.349275237788705,0,0,0,0,0,Stable,1,1,1,1,1,1,1,0.0,Good,deceptive
1,slow,7.5,0,0,9.14600561934167,2.0,3.38200187311389,0.9025689850500993,0,0,0,0,0,Stable,0,0,0,0,0,0,0,94.5142191042139,Good,low_risk
0,normal,8.5,0,0,7.386198645708606,1.0,4.193099322854303,1.4502604383353874,0,0,0,0,0,Stable,0,0,0,0,0,0,0,77.56885596441965,Good,low_risk
1,normal,17.0,0,1,4.943974931838266,5.0,0.990662488639711,10.0,0,0,0,0,0,Stable,0,0,0,0,0,0,0,90.45304660993892,Bad,anxious_honest
0,fast,10.5,1,0,5.555776361627942,1.0,3.277888180813971,2.1229206807444845,0,0,0,0,0,Stable,0,0,0,0,0,0,0,87.5472451080816,Good,low_risk
0,fast,13.0,1,1,4.21183488923716,2.0,1.7372782964123867,8.554597933107356,0,0,0,0,0,Unstable,1,0,0,0,0,0,0,83.48445777979057,Bad,anxious_honest
0,normal,8.5,0,0,3.0,5.0,0.6666666666666666,7.894101752729708,0,0,0,0,0,Unstable,0,0,1,1,1,1,0,20.3589043020189,Bad,deceptive
0,normal,3.5,1,0,8.554640008103831,2.0,3.184880002701277,0.21558973591838515,0,0,0,0,0,Stable,0,0,0,0,0,1,0,90.05240389460675,Good,low_risk
0,fast,18.5,0,0,3.2975493605211925,4.0,0.8595098721042385,7.260189845083553,1,0,0,0,1,Stable,0,1,1,0,1,1,0,36.9990494689583,Bad,deceptive
0,normal,3.5,0,0,6.756957241874906,2.0,2.585652413958302,1.4358516994874897,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.60954391352224,Bad,low_risk
1,fast,14.0,1,0,5.32807983405886,2.0,2.1093599446862865,6.52683508486094,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.02290197886722,Good,anxious_honest
1,normal,18.5,1,1,4.19096206678477,3.0,1.2977405166961924,9.470305827791814,1,1,1,1,4,Unstable,1,0,0,1,1,0,0,75.39164140586632,Good,volatile
1,normal,15.0,1,0,3.0,4.0,0.8,10.0,0,0,0,1,1,Stable,0,1,0,0,0,0,0,75.87265429842527,Good,trauma_survivor
0,normal,7.5,1,1,7.191384122995146,3.0,2.0478460307487865,1.3313903920396335,0,0,0,0,0,Stable,0,0,0,0,0,0,0,91.7334649517143,Bad,low_risk
0,fast,18.0,1,1,3.0,4.0,0.8,10.0,1,0,1,0,2,Unstable,0,0,0,0,0,0,0,71.83411862478239,Good,trauma_survivor
0,slow,6.5,0,1,6.586075982968234,1.0,3.793037991484117,0.00036425306027432214,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.96199195129049,Good,low_risk
0,normal,9.5,0,0,7.169346504207879,2.0,2.7231155014026265,2.754556634127896,0,0,0,0,0,Stable,1,0,0,0,0,0,0,100.0,Good,low_risk
0,slow,5.5,1,0,8.895692264403614,0.0,9.895692264403614,0.0,0,0,0,0,0,Stable,0,0,0,0,0,0,0,98.5190139143219,Good,low_risk
1,fast,22.0,1,0,3.0,4.0,0.8,10.0,1,1,0,0,2,Unstable,1,0,0,0,0,0,0,85.21809701880491,Bad,trauma_survivor
0,normal,1.5,0,0,5.906639530556847,2.0,2.302213176852282,2.447564278104338,0,0,0,0,0,Stable,0,0,0,0,0,0,0,97.1336046485566,Good,low_risk
1,normal,3.5,0,0,8.34098445112547,1.0,4.670492225562735,0.5464178371440236,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Good,low_risk
0,slow,5.5,0,0,6.959580631047766,2.0,2.6531935436825886,0.9292918427735066,0,0,0,0,0,Stable,0,0,0,0,0,0,0,97.14509273864175,Bad,low_risk
1,normal,11.0,1,1,4.079800690677643,4.0,1.0159601381355285,8.414665981935954,0,0,0,0,0,Stable,1,0,0,0,0,0,0,96.87587138318763,Bad,anxious_honest
1,fast,16.0,0,0,4.340352840099376,4.0,1.0680705680198752,7.315431856701196,0,0,0,1,1,Stable,0,0,0,0,0,0,0,72.77326734269695,Good,anxious_honest
0,normal,14.5,1,0,5.039530788559718,4.0,1.2079061577119437,6.931356057556108,0,0,0,1,1,Stable,0,1,1,1,0,0,0,8.966975497485178,Bad,deceptive
0,slow,11.5,0,0,6.763448189603779,3.0,1.9408620474009448,2.4549184088852254,1,0,0,0,1,Stable,0,0,0,0,0,0,0,91.73299980323695,Good,low_risk
0,normal,5.5,1,0,7.885409720165126,1.0,4.4427048600825625,1.840336913938947,0,0,0,0,0,Stable,0,0,0,0,0,0,0,88.70586175067464,Good,low_risk
0,slow,2.5,0,0,6.690067665842534,3.0,1.9225169164606335,2.5706349356263036,0,0,0,0,0,Stable,0,0,0,0,0,0,0,92.3792055311288,Good,low_risk
1,normal,9.0,0,0,3.5471774666283915,5.0,0.7578629111047319,9.870299702531334,0,0,0,0,0,Stable,1,0,0,0,0,0,0,91.57361698011856,Good,anxious_honest
0,normal,4.5,0,0,6.590020503876487,1.0,3.7950102519382436,1.3962801754327538,0,0,0,0,0,Stable,0,0,0,0,0,0,0,88.71776808012712,Good,low_risk
0,fast,11.5,0,0,7.965614002366085,1.0,4.482807001183042,1.3594420692385771,0,0,0,0,0,Stable,0,0,0,0,0,0,0,80.08947985500573,Good,low_risk
1,slow,8.5,0,0,7.148803922953639,0.0,8.14880392295364,1.7768652308121375,0,0,0,0,0,Stable,1,0,0,0,0,0,0,89.5962956207773,Good,low_risk
1,normal,10.5,0,0,7.406419393487414,0.0,8.406419393487415,0.9387997574343492,0,0,0,0,0,Stable,0,0,0,0,0,0,0,95.97035087910763,Good,low_risk
0,slow,15.5,1,1,3.090139813309666,4.0,0.8180279626619331,7.93514288243898,1,0,0,1,2,Unstable,0,1,0,0,0,0,0,59.257524807969034,Good,volatile
1,fast,21.0,1,1,3.210784241671629,5.0,0.7017973736119382,10.0,1,0,1,1,3,Unstable,0,0,1,0,0,0,0,80.54403916110584,Bad,trauma_survivor
0,normal,2.5,0,0,8.088077107314456,3.0,2.272019276828614,4.08110415780952,0,0,0,0,0,Stable,0,0,0,0,0,1,0,100.0,Good,low_risk
0,slow,3.5,0,0,6.779514910849918,0.0,7.779514910849918,2.6866981458757904,1,0,0,0,1,Stable,0,0,0,0,0,0,0,78.08572588447825,Good,low_risk
0,normal,15.0,1,1,4.720688809173462,2.0,1.9068962697244871,9.298375497824177,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,79.9627528132819,Good,anxious_honest
0,slow,1.5,0,0,7.089759912906982,3.0,2.0224399782267453,3.140706376177005,0,0,0,0,0,Stable,0,0,0,0,0,0,0,78.41128157987006,Good,low_risk
1,fast,17.5,0,0,3.0,3.0,1.0,9.951149129663172,0,1,1,0,2,Unstable,1,0,0,0,1,0,0,73.31110457926776,Good,volatile
1,normal,18.0,1,1,4.957880595710454,2.0,1.9859601985701512,6.9153575766755555,0,0,0,0,0,Stable,0,0,0,0,0,0,0,85.13811103407285,Good,anxious_honest
1,normal,9.0,1,1,3.816928032996713,2.0,1.605642677665571,9.055148590019243,0,0,0,1,1,Stable,0,0,0,0,0,0,0,89.02934031025757,Good,anxious_honest
1,normal,12.0,1,0,3.6031640478640865,4.0,0.9206328095728173,10.0,0,0,0,1,1,Stable,1,1,1,0,0,0,1,78.02116176625248,Good,anxious_honest
0,fast,13.0,1,1,3.1240687453917446,3.0,1.031017186347936,9.898921298071278,0,1,0,1,2,Unstable,0,1,1,0,0,1,0,72.83905618914343,Bad,trauma_survivor
1,slow,11.0,1,0,3.4098858190975774,5.0,0.7349809698495963,9.89448370373717,0,0,0,0,0,Stable,0,0,0,0,0,0,0,88.02439487299824,Good,anxious_honest
1,fast,12.0,1,1,4.942886127256153,2.0,1.9809620424187175,4.839439047377245,0,0,0,1,1,Stable,1,1,0,0,0,0,0,100.0,Good,anxious_honest
0,slow,7.5,0,0,7.024680775979352,1.0,4.012340387989676,2.531086194092791,0,0,0,0,0,Stable,1,0,0,0,0,0,0,91.37747273792125,Bad,low_risk
0,fast,11.0,1,1,5.151438402685196,5.0,1.025239733780866,9.766189360927187,0,0,0,0,0,Stable,0,0,0,0,0,0,0,89.36992606890647,Good,anxious_honest
0,fast,6.5,0,0,6.722976514072747,2.0,2.5743255046909157,0.5982742944131088,0,0,0,0,0,Stable,0,0,0,0,0,1,0,86.99912804045148,Good,low_risk
1,normal,9.5,1,0,5.343399579640854,2.0,2.1144665265469516,8.282707784921357,0,1,0,0,1,Unstable,1,1,1,0,0,1,1,0.0,Good,deceptive
0,normal,11.5,0,1,8.284014751081289,1.0,4.642007375540644,3.9636861254801072,0,0,0,0,0,Stable,0,0,0,0,0,0,0,77.41240191918226,Good,low_risk
1,normal,3.5,0,0,7.496424827277019,0.0,8.496424827277018,2.0001137936430933,1,0,0,0,1,Stable,0,0,0,0,0,0,0,91.26107646752754,Bad,low_risk
1,fast,20.5,1,0,4.336713516723942,3.0,1.3341783791809856,8.140194068506625,0,1,0,0,1,Stable,1,1,0,1,0,0,0,49.30529876270185,Bad,volatile
1,fast,14.5,1,1,5.041966952423663,5.0,1.0069944920706104,8.226887347537206,0,1,1,1,3,Unstable,1,0,0,0,0,1,0,57.559050261331244,Bad,volatile
1,normal,11.5,1,0,3.8688783942205367,4.0,0.9737756788441073,9.10552493951139,1,0,1,1,3,Unstable,1,1,0,1,0,1,0,43.424247103296786,Bad,volatile
0,fast,10.5,1,1,3.2059820459223283,2.0,1.4019940153074426,10.0,1,1,0,1,3,Unstable,0,1,0,1,0,0,0,57.05348805076635,Bad,volatile
0,fast,17.0,1,0,4.3542475561273415,5.0,0.8923745926878902,9.166551056791874,0,1,0,0,1,Unstable,0,0,0,0,0,0,0,82.687005625724,Bad,anxious_honest
1,slow,10.5,1,1,6.008671853227725,5.0,1.168111975537954,6.254135804683601,1,0,0,1,2,Unstable,0,1,1,0,0,1,0,19.12995126193134,Bad,deceptive
0,normal,7.5,1,0,7.460643646554981,0.0,8.460643646554981,0.7692347927767119,0,0,0,1,1,Stable,0,0,0,0,0,0,0,77.34676859508363,Good,low_risk
1,normal,14.5,0,0,5.442622528100349,3.0,1.6106556320250873,6.6724306456009,0,0,0,0,0,Unstable,1,1,0,1,0,1,0,15.535218263839429,Bad,deceptive
1,normal,2.5,0,0,6.566549305596322,1.0,3.783274652798161,2.555077232755227,0,0,0,0,0,Stable,0,0,0,0,0,0,0,85.410365840883,Good,low_risk
0,fast,10.0,1,0,3.5567304961366393,4.0,0.9113460992273279,9.492722256545004,0,0,0,0,0,Stable,0,0,0,0,0,0,0,94.55435656176049,Good,anxious_honest
0,normal,8.5,0,0,7.769683503003951,1.0,4.384841751501975,0.26066125977200216,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Bad,low_risk
